country_code,year,region_name,region_code,country_name,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type,spl,spr
ARG,2023,Latin America & Caribbean,LAC,Argentina,2022,urban,EPHC-S2,urban,2022,income,3,2003 - 2022,7.063,0.1159,0.0356,0.0164,0.0488,22.8594,17.2905,0.2902,0.4074,0.3824,0.0201,0.0343,0.0451,0.0561,0.0685,0.0833,0.1011,0.1258,0.1675,0.2982,8.8182,10.8079,42696478,12940.7384,8545.8586,FALSE,micro,survey,9.7952,0.2284
ARG,2024,Latin America & Caribbean,LAC,Argentina,2022,urban,EPHC-S2,urban,2022,income,3,2003 - 2022,6.958,0.1121,0.0344,0.0159,0.0471,22.8594,17.2905,0.2902,0.4074,0.3824,0.0201,0.0343,0.0451,0.0561,0.0685,0.0833,0.1011,0.1258,0.1675,0.2982,8.8182,10.8079,42696478,12940.7384,8545.8586,FALSE,micro,survey,9.7952,0.2284
ARG,2025,Latin America & Caribbean,LAC,Argentina,2022,urban,EPHC-S2,urban,2022,income,3,2003 - 2022,6.826,0.1084,0.033,0.0152,0.045,22.8594,17.2905,0.2902,0.4074,0.3824,0.0201,0.0343,0.0451,0.0561,0.0685,0.0833,0.1011,0.1258,0.1675,0.2982,8.8182,10.8079,42696478,12940.7384,8545.8586,FALSE,micro,survey,9.7952,0.2284
ARG,2026,Latin America & Caribbean,LAC,Argentina,2022,urban,EPHC-S2,urban,2022,income,3,2003 - 2022,6.71,0.1052,0.0317,0.0146,0.0432,22.8594,17.2905,0.2902,0.4074,0.3824,0.0201,0.0343,0.0451,0.0561,0.0685,0.0833,0.1011,0.1258,0.1675,0.2982,8.8182,10.8079,42696478,12940.7384,8545.8586,FALSE,micro,survey,9.7952,0.2284
ARG,2027,Latin America & Caribbean,LAC,Argentina,2022,urban,EPHC-S2,urban,2022,income,3,2003 - 2022,6.61,0.1018,0.0306,0.014,0.0417,22.8594,17.2905,0.2902,0.4074,0.3824,0.0201,0.0343,0.0451,0.0561,0.0685,0.0833,0.1011,0.1258,0.1675,0.2982,8.8182,10.8079,42696478,12940.7384,8545.8586,FALSE,micro,survey,9.7952,0.2284
ARG,2028,Latin America & Caribbean,LAC,Argentina,2022,urban,EPHC-S2,urban,2022,income,3,2003 - 2022,6.526,0.1001,0.0297,0.0136,0.0404,22.8594,17.2905,0.2902,0.4074,0.3824,0.0201,0.0343,0.0451,0.0561,0.0685,0.0833,0.1011,0.1258,0.1675,0.2982,8.8182,10.8079,42696478,12940.7384,8545.8586,FALSE,micro,survey,9.7952,0.2284
ARM,2023,Europe & Central Asia,ECA,Armenia,2022,national,ILCS,national,2022,consumption,2,2019 - 2022,6.456,0.4587,0.1295,0.0506,0.1679,7.7123,6.7157,0.1287,0.2795,0.2274,0.039,0.053,0.0633,0.0729,0.0825,0.0928,0.1045,0.1191,0.1428,0.23,1.2257,167.3122,2780469,5116.2058,3596.1471,FALSE,micro,survey,4.5078,0.2014
ARM,2024,Europe & Central Asia,ECA,Armenia,2022,national,ILCS,national,2022,consumption,2,2019 - 2022,6.187,0.427,0.116,0.0442,0.1491,7.7123,6.7157,0.1287,0.2795,0.2274,0.039,0.053,0.0633,0.0729,0.0825,0.0928,0.1045,0.1191,0.1428,0.23,1.2257,167.3122,2780469,5116.2058,3596.1471,FALSE,micro,survey,4.5078,0.2014
ARM,2025,Europe & Central Asia,ECA,Armenia,2022,national,ILCS,national,2022,consumption,2,2019 - 2022,5.954,0.3929,0.1044,0.0389,0.1333,7.7123,6.7157,0.1287,0.2795,0.2274,0.039,0.053,0.0633,0.0729,0.0825,0.0928,0.1045,0.1191,0.1428,0.23,1.2257,167.3122,2780469,5116.2058,3596.1471,FALSE,micro,survey,4.5078,0.2014
ARM,2026,Europe & Central Asia,ECA,Armenia,2022,national,ILCS,national,2022,consumption,2,2019 - 2022,5.73,0.3651,0.0936,0.0341,0.1187,7.7123,6.7157,0.1287,0.2795,0.2274,0.039,0.053,0.0633,0.0729,0.0825,0.0928,0.1045,0.1191,0.1428,0.23,1.2257,167.3122,2780469,5116.2058,3596.1471,FALSE,micro,survey,4.5078,0.2014
ARM,2027,Europe & Central Asia,ECA,Armenia,2022,national,ILCS,national,2022,consumption,2,2019 - 2022,5.515,0.3344,0.0837,0.0298,0.1054,7.7123,6.7157,0.1287,0.2795,0.2274,0.039,0.053,0.0633,0.0729,0.0825,0.0928,0.1045,0.1191,0.1428,0.23,1.2257,167.3122,2780469,5116.2058,3596.1471,FALSE,micro,survey,4.5078,0.2014
ARM,2028,Europe & Central Asia,ECA,Armenia,2022,national,ILCS,national,2022,consumption,2,2019 - 2022,5.307,0.309,0.0743,0.0259,0.093,7.7123,6.7157,0.1287,0.2795,0.2274,0.039,0.053,0.0633,0.0729,0.0825,0.0928,0.1045,0.1191,0.1428,0.23,1.2257,167.3122,2780469,5116.2058,3596.1471,FALSE,micro,survey,4.5078,0.2014
AUS,2023,Other High Income Countries,OHI,Australia,2022,national,,,,income,,,6.816,0.0098,0.0061,0.005,0.0219,64.9331,53.3158,,,,,,,,,,,,,,,1.5293,26005540,61815.6714,,TRUE,micro,extrapolation,27.808,0.1274
AUS,2024,Other High Income Countries,OHI,Australia,2022,national,,,,income,,,6.82,0.0098,0.0061,0.005,0.0219,64.9331,53.3158,,,,,,,,,,,,,,,1.5293,26005540,61815.6714,,TRUE,micro,extrapolation,27.808,0.1274
AUS,2025,Other High Income Countries,OHI,Australia,2022,national,,,,income,,,6.777,0.0098,0.0061,0.005,0.0218,64.9331,53.3158,,,,,,,,,,,,,,,1.5293,26005540,61815.6714,,TRUE,micro,extrapolation,27.808,0.1274
AUS,2026,Other High Income Countries,OHI,Australia,2022,national,,,,income,,,6.72,0.0098,0.006,0.005,0.0217,64.9331,53.3158,,,,,,,,,,,,,,,1.5293,26005540,61815.6714,,TRUE,micro,extrapolation,27.808,0.1274
AUS,2027,Other High Income Countries,OHI,Australia,2022,national,,,,income,,,6.658,0.0098,0.006,0.005,0.0217,64.9331,53.3158,,,,,,,,,,,,,,,1.5293,26005540,61815.6714,,TRUE,micro,extrapolation,27.808,0.1274
AUS,2028,Other High Income Countries,OHI,Australia,2022,national,,,,income,,,6.595,0.0098,0.0059,0.005,0.0216,64.9331,53.3158,,,,,,,,,,,,,,,1.5293,26005540,61815.6714,,TRUE,micro,extrapolation,27.808,0.1274
AUT,2023,Other High Income Countries,OHI,Austria,2022,national,,,,income,,,6.874,0.0111,0.0052,0.0044,0.0144,69.3015,60.9757,,,,,,,,,,,,,,,0.8309,9041851,46697.8565,23594.8541,TRUE,micro,extrapolation,31.638,0.1241
AUT,2024,Other High Income Countries,OHI,Austria,2022,national,,,,income,,,6.858,0.011,0.0052,0.0044,0.0143,69.3015,60.9757,,,,,,,,,,,,,,,0.8309,9041851,46697.8565,23594.8541,TRUE,micro,extrapolation,31.638,0.1241
AUT,2025,Other High Income Countries,OHI,Austria,2022,national,,,,income,,,6.789,0.011,0.0052,0.0044,0.0142,69.3015,60.9757,,,,,,,,,,,,,,,0.8309,9041851,46697.8565,23594.8541,TRUE,micro,extrapolation,31.638,0.1241
AUT,2026,Other High Income Countries,OHI,Austria,2022,national,,,,income,,,6.705,0.0105,0.0051,0.0044,0.0141,69.3015,60.9757,,,,,,,,,,,,,,,0.8309,9041851,46697.8565,23594.8541,TRUE,micro,extrapolation,31.638,0.1241
AUT,2027,Other High Income Countries,OHI,Austria,2022,national,,,,income,,,6.636,0.0105,0.005,0.0044,0.014,69.3015,60.9757,,,,,,,,,,,,,,,0.8309,9041851,46697.8565,23594.8541,TRUE,micro,extrapolation,31.638,0.1241
AUT,2028,Other High Income Countries,OHI,Austria,2022,national,,,,income,,,6.594,0.0073,0.005,0.0043,0.0139,69.3015,60.9757,,,,,,,,,,,,,,,0.8309,9041851,46697.8565,23594.8541,TRUE,micro,extrapolation,31.638,0.1241
AZE,2023,Europe & Central Asia,ECA,Azerbaijan,2022,national,,,,consumption,,,6.773,0.0066,6e-04,1e-04,7e-04,16.7213,13.8638,,,,,,,,,,,,,,,0.487,10141756,5590.0044,,TRUE,micro,extrapolation,8.082,0.0424
AZE,2024,Europe & Central Asia,ECA,Azerbaijan,2022,national,,,,consumption,,,6.697,0.0061,6e-04,1e-04,6e-04,16.7213,13.8638,,,,,,,,,,,,,,,0.487,10141756,5590.0044,,TRUE,micro,extrapolation,8.082,0.0424
AZE,2025,Europe & Central Asia,ECA,Azerbaijan,2022,national,,,,consumption,,,6.622,0.0057,5e-04,1e-04,5e-04,16.7213,13.8638,,,,,,,,,,,,,,,0.487,10141756,5590.0044,,TRUE,micro,extrapolation,8.082,0.0424
AZE,2026,Europe & Central Asia,ECA,Azerbaijan,2022,national,,,,consumption,,,6.548,0.0049,4e-04,1e-04,5e-04,16.7213,13.8638,,,,,,,,,,,,,,,0.487,10141756,5590.0044,,TRUE,micro,extrapolation,8.082,0.0424
AZE,2027,Europe & Central Asia,ECA,Azerbaijan,2022,national,,,,consumption,,,6.474,0.0046,4e-04,1e-04,4e-04,16.7213,13.8638,,,,,,,,,,,,,,,0.487,10141756,5590.0044,,TRUE,micro,extrapolation,8.082,0.0424
AZE,2028,Europe & Central Asia,ECA,Azerbaijan,2022,national,,,,consumption,,,6.4,0.0043,4e-04,1e-04,4e-04,16.7213,13.8638,,,,,,,,,,,,,,,0.487,10141756,5590.0044,,TRUE,micro,extrapolation,8.082,0.0424
BDI,2023,Sub-Saharan Africa,SSA,Burundi,2022,national,,,,consumption,,,6.831,0.9681,0.6767,0.5039,1.3187,2.3331,1.7894,,,,,,,,,,,,,,,654.4216,12889576,262.1848,202.047,TRUE,micro,extrapolation,2.15,0.6225
BDI,2024,Sub-Saharan Africa,SSA,Burundi,2022,national,,,,consumption,,,6.665,0.9665,0.6694,0.4953,1.2949,2.3331,1.7894,,,,,,,,,,,,,,,654.4216,12889576,262.1848,202.047,TRUE,micro,extrapolation,2.15,0.6225
BDI,2025,Sub-Saharan Africa,SSA,Burundi,2022,national,,,,consumption,,,6.503,0.9639,0.662,0.4867,1.2712,2.3331,1.7894,,,,,,,,,,,,,,,654.4216,12889576,262.1848,202.047,TRUE,micro,extrapolation,2.15,0.6225
BDI,2026,Sub-Saharan Africa,SSA,Burundi,2022,national,,,,consumption,,,6.358,0.962,0.6552,0.4788,1.2495,2.3331,1.7894,,,,,,,,,,,,,,,654.4216,12889576,262.1848,202.047,TRUE,micro,extrapolation,2.15,0.6225
BDI,2027,Sub-Saharan Africa,SSA,Burundi,2022,national,,,,consumption,,,6.204,0.9587,0.6476,0.4701,1.2259,2.3331,1.7894,,,,,,,,,,,,,,,654.4216,12889576,262.1848,202.047,TRUE,micro,extrapolation,2.15,0.6225
BDI,2028,Sub-Saharan Africa,SSA,Burundi,2022,national,,,,consumption,,,6.077,0.957,0.6411,0.4628,1.2061,2.3331,1.7894,,,,,,,,,,,,,,,654.4216,12889576,262.1848,202.047,TRUE,micro,extrapolation,2.15,0.6225
BEL,2023,Other High Income Countries,OHI,Belgium,2022,national,,,,income,,,6.83,0.0022,0.001,6e-04,0.0016,62.4925,55.7624,,,,,,,,,,,,,,,0.8453,11685814,44184.6853,21948.643,TRUE,micro,extrapolation,29.031,0.0923
BEL,2024,Other High Income Countries,OHI,Belgium,2022,national,,,,income,,,6.8,0.0022,0.001,6e-04,0.0016,62.4925,55.7624,,,,,,,,,,,,,,,0.8453,11685814,44184.6853,21948.643,TRUE,micro,extrapolation,29.031,0.0923
BEL,2025,Other High Income Countries,OHI,Belgium,2022,national,,,,income,,,6.746,0.0022,0.001,6e-04,0.0016,62.4925,55.7624,,,,,,,,,,,,,,,0.8453,11685814,44184.6853,21948.643,TRUE,micro,extrapolation,29.031,0.0923
BEL,2026,Other High Income Countries,OHI,Belgium,2022,national,,,,income,,,6.696,0.002,0.001,6e-04,0.0016,62.4925,55.7624,,,,,,,,,,,,,,,0.8453,11685814,44184.6853,21948.643,TRUE,micro,extrapolation,29.031,0.0923
BEL,2027,Other High Income Countries,OHI,Belgium,2022,national,,,,income,,,6.643,0.002,0.001,6e-04,0.0016,62.4925,55.7624,,,,,,,,,,,,,,,0.8453,11685814,44184.6853,21948.643,TRUE,micro,extrapolation,29.031,0.0923
BEL,2028,Other High Income Countries,OHI,Belgium,2022,national,,,,income,,,6.587,0.0019,0.001,6e-04,0.0016,62.4925,55.7624,,,,,,,,,,,,,,,0.8453,11685814,44184.6853,21948.643,TRUE,micro,extrapolation,29.031,0.0923
BEN,2023,Sub-Saharan Africa,SSA,Benin,2022,national,,,,consumption,,,6.699,0.8006,0.3655,0.2024,0.5561,5.0473,4.0245,,,,,,,,,,,,,,,219.4763,13352864,1255.6073,822.6818,TRUE,micro,extrapolation,3.162,0.334
BEN,2024,Sub-Saharan Africa,SSA,Benin,2022,national,,,,consumption,,,6.507,0.788,0.3528,0.193,0.533,5.0473,4.0245,,,,,,,,,,,,,,,219.4763,13352864,1255.6073,822.6818,TRUE,micro,extrapolation,3.162,0.334
BEN,2025,Sub-Saharan Africa,SSA,Benin,2022,national,,,,consumption,,,6.338,0.7758,0.3414,0.1847,0.5124,5.0473,4.0245,,,,,,,,,,,,,,,219.4763,13352864,1255.6073,822.6818,TRUE,micro,extrapolation,3.162,0.334
BEN,2026,Sub-Saharan Africa,SSA,Benin,2022,national,,,,consumption,,,6.171,0.7642,0.3298,0.1764,0.4918,5.0473,4.0245,,,,,,,,,,,,,,,219.4763,13352864,1255.6073,822.6818,TRUE,micro,extrapolation,3.162,0.334
BEN,2027,Sub-Saharan Africa,SSA,Benin,2022,national,,,,consumption,,,6.009,0.7497,0.3183,0.1684,0.4717,5.0473,4.0245,,,,,,,,,,,,,,,219.4763,13352864,1255.6073,822.6818,TRUE,micro,extrapolation,3.162,0.334
BEN,2028,Sub-Saharan Africa,SSA,Benin,2022,national,,,,consumption,,,5.853,0.7362,0.3069,0.1606,0.4522,5.0473,4.0245,,,,,,,,,,,,,,,219.4763,13352864,1255.6073,822.6818,TRUE,micro,extrapolation,3.162,0.334
BFA,2023,Sub-Saharan Africa,SSA,Burkina Faso,2022,national,,,,consumption,,,6.761,0.8773,0.4748,0.2942,0.7752,4.1291,3.1147,,,,,,,,,,,,,,,199.7414,22673762,732.5703,466.053,TRUE,micro,extrapolation,2.707,0.4051
BFA,2024,Sub-Saharan Africa,SSA,Burkina Faso,2022,national,,,,consumption,,,6.558,0.8684,0.4624,0.2833,0.7486,4.1291,3.1147,,,,,,,,,,,,,,,199.7414,22673762,732.5703,466.053,TRUE,micro,extrapolation,2.707,0.4051
BFA,2025,Sub-Saharan Africa,SSA,Burkina Faso,2022,national,,,,consumption,,,6.387,0.8605,0.4517,0.2738,0.7258,4.1291,3.1147,,,,,,,,,,,,,,,199.7414,22673762,732.5703,466.053,TRUE,micro,extrapolation,2.707,0.4051
BFA,2026,Sub-Saharan Africa,SSA,Burkina Faso,2022,national,,,,consumption,,,6.238,0.8547,0.442,0.2655,0.7055,4.1291,3.1147,,,,,,,,,,,,,,,199.7414,22673762,732.5703,466.053,TRUE,micro,extrapolation,2.707,0.4051
BFA,2027,Sub-Saharan Africa,SSA,Burkina Faso,2022,national,,,,consumption,,,6.111,0.8483,0.4335,0.2582,0.688,4.1291,3.1147,,,,,,,,,,,,,,,199.7414,22673762,732.5703,466.053,TRUE,micro,extrapolation,2.707,0.4051
BFA,2028,Sub-Saharan Africa,SSA,Burkina Faso,2022,national,,,,consumption,,,5.986,0.8415,0.4249,0.251,0.6706,4.1291,3.1147,,,,,,,,,,,,,,,199.7414,22673762,732.5703,466.053,TRUE,micro,extrapolation,2.707,0.4051
BGD,2023,South Asia,SAS,Bangladesh,2022,national,HIES,national,2022,consumption,3,2022,6.568,0.7168,0.2785,0.1357,0.3938,5.9798,4.7817,0.1817,0.3337,0.2698,0.0347,0.0474,0.0565,0.0656,0.075,0.0854,0.0986,0.1166,0.1462,0.2739,1.3389,29.5141,171186372,1821.729,,FALSE,micro,survey,3.5408,0.2809
BGD,2024,South Asia,SAS,Bangladesh,2022,national,HIES,national,2022,consumption,3,2022,6.298,0.6917,0.2602,0.124,0.3643,5.9798,4.7817,0.1817,0.3337,0.2698,0.0347,0.0474,0.0565,0.0656,0.075,0.0854,0.0986,0.1166,0.1462,0.2739,1.3389,29.5141,171186372,1821.729,,FALSE,micro,survey,3.5408,0.2809
BGD,2025,South Asia,SAS,Bangladesh,2022,national,HIES,national,2022,consumption,3,2022,6.008,0.6634,0.24,0.1115,0.3323,5.9798,4.7817,0.1817,0.3337,0.2698,0.0347,0.0474,0.0565,0.0656,0.075,0.0854,0.0986,0.1166,0.1462,0.2739,1.3389,29.5141,171186372,1821.729,,FALSE,micro,survey,3.5408,0.2809
BGD,2026,South Asia,SAS,Bangladesh,2022,national,HIES,national,2022,consumption,3,2022,5.707,0.6308,0.2186,0.0988,0.2991,5.9798,4.7817,0.1817,0.3337,0.2698,0.0347,0.0474,0.0565,0.0656,0.075,0.0854,0.0986,0.1166,0.1462,0.2739,1.3389,29.5141,171186372,1821.729,,FALSE,micro,survey,3.5408,0.2809
BGD,2027,South Asia,SAS,Bangladesh,2022,national,HIES,national,2022,consumption,3,2022,5.415,0.5937,0.1974,0.0867,0.2669,5.9798,4.7817,0.1817,0.3337,0.2698,0.0347,0.0474,0.0565,0.0656,0.075,0.0854,0.0986,0.1166,0.1462,0.2739,1.3389,29.5141,171186372,1821.729,,FALSE,micro,survey,3.5408,0.2809
BGD,2028,South Asia,SAS,Bangladesh,2022,national,HIES,national,2022,consumption,3,2022,5.145,0.5564,0.1775,0.0758,0.2375,5.9798,4.7817,0.1817,0.3337,0.2698,0.0347,0.0474,0.0565,0.0656,0.075,0.0854,0.0986,0.1166,0.1462,0.2739,1.3389,29.5141,171186372,1821.729,,FALSE,micro,survey,3.5408,0.2809
BGR,2023,Europe & Central Asia,ECA,Bulgaria,2022,national,,,,income,,,6.717,0.0512,0.0178,0.009,0.0268,33.6538,25.8543,,,,,,,,,,,,,,,0.7354,6465097,9550.9425,6287.8579,TRUE,micro,extrapolation,14.077,0.1553
BGR,2024,Europe & Central Asia,ECA,Bulgaria,2022,national,,,,income,,,6.503,0.0489,0.0167,0.0084,0.0252,33.6538,25.8543,,,,,,,,,,,,,,,0.7354,6465097,9550.9425,6287.8579,TRUE,micro,extrapolation,14.077,0.1553
BGR,2025,Europe & Central Asia,ECA,Bulgaria,2022,national,,,,income,,,6.304,0.0475,0.0157,0.0079,0.0237,33.6538,25.8543,,,,,,,,,,,,,,,0.7354,6465097,9550.9425,6287.8579,TRUE,micro,extrapolation,14.077,0.1553
BGR,2026,Europe & Central Asia,ECA,Bulgaria,2022,national,,,,income,,,6.115,0.0456,0.0147,0.0075,0.0223,33.6538,25.8543,,,,,,,,,,,,,,,0.7354,6465097,9550.9425,6287.8579,TRUE,micro,extrapolation,14.077,0.1553
BGR,2027,Europe & Central Asia,ECA,Bulgaria,2022,national,,,,income,,,5.936,0.0427,0.0139,0.007,0.021,33.6538,25.8543,,,,,,,,,,,,,,,0.7354,6465097,9550.9425,6287.8579,TRUE,micro,extrapolation,14.077,0.1553
BGR,2028,Europe & Central Asia,ECA,Bulgaria,2022,national,,,,income,,,5.763,0.0395,0.013,0.0066,0.0198,33.6538,25.8543,,,,,,,,,,,,,,,0.7354,6465097,9550.9425,6287.8579,TRUE,micro,extrapolation,14.077,0.1553
BIH,2023,Europe & Central Asia,ECA,Bosnia and Herzegovina,2022,national,,,,consumption,,,6.718,0.0303,0.007,0.0025,0.009,25.8126,21.4458,,,,,,,,,,,,,,,0.7819,3233526,6263.7021,4465.8077,TRUE,micro,extrapolation,11.873,0.1554
BIH,2024,Europe & Central Asia,ECA,Bosnia and Herzegovina,2022,national,,,,consumption,,,6.532,0.028,0.0064,0.0023,0.0081,25.8126,21.4458,,,,,,,,,,,,,,,0.7819,3233526,6263.7021,4465.8077,TRUE,micro,extrapolation,11.873,0.1554
BIH,2025,Europe & Central Asia,ECA,Bosnia and Herzegovina,2022,national,,,,consumption,,,6.35,0.026,0.0058,0.0021,0.0074,25.8126,21.4458,,,,,,,,,,,,,,,0.7819,3233526,6263.7021,4465.8077,TRUE,micro,extrapolation,11.873,0.1554
BIH,2026,Europe & Central Asia,ECA,Bosnia and Herzegovina,2022,national,,,,consumption,,,6.174,0.0236,0.0053,0.0019,0.0067,25.8126,21.4458,,,,,,,,,,,,,,,0.7819,3233526,6263.7021,4465.8077,TRUE,micro,extrapolation,11.873,0.1554
BIH,2027,Europe & Central Asia,ECA,Bosnia and Herzegovina,2022,national,,,,consumption,,,6.002,0.021,0.0048,0.0017,0.0061,25.8126,21.4458,,,,,,,,,,,,,,,0.7819,3233526,6263.7021,4465.8077,TRUE,micro,extrapolation,11.873,0.1554
BIH,2028,Europe & Central Asia,ECA,Bosnia and Herzegovina,2022,national,,,,consumption,,,5.834,0.0198,0.0043,0.0015,0.0055,25.8126,21.4458,,,,,,,,,,,,,,,0.7819,3233526,6263.7021,4465.8077,TRUE,micro,extrapolation,11.873,0.1554
BLR,2023,Europe & Central Asia,ECA,Belarus,2022,national,,,,consumption,,,6.725,0.0086,0.0014,4e-04,0.0017,20.0347,17.9267,,,,,,,,,,,,,,,6165.2094,9228071,6204.0967,3593.3615,TRUE,micro,extrapolation,10.113,0.0795
BLR,2024,Europe & Central Asia,ECA,Belarus,2022,national,,,,consumption,,,6.619,0.0069,0.0013,4e-04,0.0016,20.0347,17.9267,,,,,,,,,,,,,,,6165.2094,9228071,6204.0967,3593.3615,TRUE,micro,extrapolation,10.113,0.0795
BLR,2025,Europe & Central Asia,ECA,Belarus,2022,national,,,,consumption,,,6.556,0.0069,0.0013,4e-04,0.0015,20.0347,17.9267,,,,,,,,,,,,,,,6165.2094,9228071,6204.0967,3593.3615,TRUE,micro,extrapolation,10.113,0.0795
BLR,2026,Europe & Central Asia,ECA,Belarus,2022,national,,,,consumption,,,6.491,0.0069,0.0012,3e-04,0.0014,20.0347,17.9267,,,,,,,,,,,,,,,6165.2094,9228071,6204.0967,3593.3615,TRUE,micro,extrapolation,10.113,0.0795
BLR,2027,Europe & Central Asia,ECA,Belarus,2022,national,,,,consumption,,,6.414,0.0065,0.0011,3e-04,0.0014,20.0347,17.9267,,,,,,,,,,,,,,,6165.2094,9228071,6204.0967,3593.3615,TRUE,micro,extrapolation,10.113,0.0795
